Datetime,Open,High,Low,Close
2024-01-01 23:00:00+00:00,16772.605,16784.115,16772.605,16781.29
2024-01-01 23:30:00+00:00,16780.43,16782.204999999998,16777.75,16781.795000000002
2024-01-02 00:00:00+00:00,16780.895,16783.620000000003,16770.375,16776.8
2024-01-02 00:30:00+00:00,16776.295000000002,16781.855,16774.28,16777.745000000003
2024-01-02 01:00:00+00:00,16778.78,16797.315000000002,16778.32,16785.315000000002
2024-01-02 01:30:00+00:00,16784.325,16791.305,16773.3,16778.25
2024-01-02 02:00:00+00:00,16777.870000000003,16780.82,16776.275,16778.31
2024-01-02 02:30:00+00:00,16777.8,16784.305,16775.32,16782.85
2024-01-02 03:00:00+00:00,16782.29,16787.284999999996,16772.29,16773.275
2024-01-02 03:30:00+00:00,16774.285,16776.370000000003,16772.284999999996,16775.79
2024-01-02 04:00:00+00:00,16775.305,16783.805,16773.284999999996,16782.375
2024-01-02 04:30:00+00:00,16781.81,16792.35,16781.29,16787.25
2024-01-02 05:00:00+00:00,16787.82,16803.355,16787.82,16798.355
2024-01-02 05:30:00+00:00,16797.79,16799.295000000002,16794.29,16796.31
2024-01-02 06:00:00+00:00,16797.295000000002,16798.31,16785.725,16791.3
2024-01-02 06:30:00+00:00,16790.8,16799.815,16785.25,16796.359999999997
2024-01-02 07:00:00+00:00,16796.315000000002,16823.815000000002,16791.245000000003,16814.295000000002
2024-01-02 07:30:00+00:00,16814.82,16825.8,16788.295000000002,16800.28
2024-01-02 08:00:00+00:00,16801.295000000002,16889.375,16794.295000000002,16888.315
2024-01-02 08:30:00+00:00,16886.859999999997,16960.78,16885.795000000002,16957.8
2024-01-02 09:00:00+00:00,16957.375,16962.355,16868.25,16879.35
2024-01-02 09:30:00+00:00,16878.785,16881.29,16846.8,16867.79
2024-01-02 10:00:00+00:00,16867.325,16871.815,16808.795000000002,16820.795000000002
2024-01-02 10:30:00+00:00,16821.735,16844.875,16815.8,16827.815000000002
2024-01-02 11:00:00+00:00,16828.29,16829.8,16748.24,16754.355
2024-01-02 11:30:00+00:00,16753.795000000002,16754.815,16693.8,16731.735
2024-01-02 12:00:00+00:00,16732.8,16732.825,16699.8,16703.305
2024-01-02 12:30:00+00:00,16703.795000000002,16704.855,16655.79,16667.795000000002
2024-01-02 13:00:00+00:00,16667.8,16681.81,16647.795000000002,16667.74
2024-01-02 13:30:00+00:00,16666.73,16707.864999999998,16659.795000000002,16697.8
2024-01-02 14:00:00+00:00,16698.295000000002,16756.795000000002,16697.73,16751.28
2024-01-02 14:30:00+00:00,16751.805,16774.375,16731.315,16768.805
2024-01-02 15:00:00+00:00,16766.795000000002,16781.870000000003,16745.805,16755.815000000002
2024-01-02 15:30:00+00:00,16756.375,16778.8,16738.75,16773.85
2024-01-02 16:00:00+00:00,16773.315000000002,16789.285,16761.3,16768.795000000002
2024-01-02 16:30:00+00:00,16768.24,16779.775,16760.8,16779.295000000002
2024-01-02 17:00:00+00:00,16779.85,16785.859999999997,16774.74,16775.875
2024-01-02 17:30:00+00:00,16776.315000000002,16788.805,16768.79,16772.815000000002
2024-01-02 18:00:00+00:00,16772.29,16772.864999999998,16760.8,16768.29
2024-01-02 18:30:00+00:00,16767.864999999998,16774.859999999997,16754.285,16756.775
2024-01-02 19:00:00+00:00,16756.225,16761.79,16747.74,16756.370000000003
2024-01-02 19:30:00+00:00,16756.069,16760.325,16730.81,16730.81
2024-01-02 20:00:00+00:00,16730.305,16731.795000000002,16716.795000000002,16727.795000000002
2024-01-02 20:30:00+00:00,16727.315000000002,16740.359999999997,16715.8,16738.870000000003
2024-01-02 21:00:00+00:00,16738.875,16742.275,16729.11,16734.954999999998
2024-01-02 23:00:00+00:00,16743.379999999997,16745.115,16731.840000000004,16733.640000000003
2024-01-02 23:30:00+00:00,16734.489999999998,16738.175,16733.71,16738.11
2024-01-03 00:00:00+00:00,16738.879999999997,16742.85,16734.795000000002,16739.81
2024-01-03 00:30:00+00:00,16740.24,16746.75,16730.745000000003,16732.79
2024-01-03 01:00:00+00:00,16732.976000000002,16738.79,16729.375,16732.805
2024-01-03 01:30:00+00:00,16733.870000000003,16736.295000000002,16731.315,16731.79
2024-01-03 02:00:00+00:00,16732.370000000003,16739.795000000002,16728.25,16731.805
2024-01-03 02:30:00+00:00,16730.78,16736.305,16728.305,16731.24
2024-01-03 03:00:00+00:00,16730.73,16733.295000000002,16719.870000000003,16721.815
2024-01-03 03:30:00+00:00,16721.32,16726.805,16719.295000000002,16719.35
2024-01-03 04:00:00+00:00,16719.78,16721.75,16718.775,16718.775
2024-01-03 04:30:00+00:00,16719.23,16720.815000000002,16711.805,16715.79
2024-01-03 05:00:00+00:00,16716.285,16719.79,16711.295000000002,16714.815000000002
2024-01-03 05:30:00+00:00,16715.31,16724.81,16715.275,16724.81
2024-01-03 06:00:00+00:00,16724.484000000004,16728.864999999998,16721.8,16728.745000000003
2024-01-03 06:30:00+00:00,16728.29,16739.85,16725.81,16730.295000000002
2024-01-03 07:00:00+00:00,16729.354,16749.81,16722.859999999997,16747.31
2024-01-03 07:30:00+00:00,16747.785,16769.85,16742.28,16757.870000000003
2024-01-03 08:00:00+00:00,16759.73,16787.235,16749.309999999998,16758.775
2024-01-03 08:30:00+00:00,16759.370000000003,16777.29,16734.805,16748.79
2024-01-03 09:00:00+00:00,16750.8,16755.359999999997,16701.925,16721.989999999998
2024-01-03 09:30:00+00:00,16721.555,16726.5,16643.504999999997,16644.489999999998
2024-01-03 10:00:00+00:00,16643.51,16653.575,16627.57,16634.025
2024-01-03 10:30:00+00:00,16633.004999999997,16682.515000000003,16631.940000000002,16667.5
2024-01-03 11:00:00+00:00,16667.751,16686.515000000003,16630.995000000003,16634.5
2024-01-03 11:30:00+00:00,16635.51,16636.075,16602.575,16622.975
2024-01-03 12:00:00+00:00,16624.01,16624.489999999998,16582.445,16594.995000000003
2024-01-03 12:30:00+00:00,16593.601000000002,16607.0,16578.49,16601.015000000003
2024-01-03 13:00:00+00:00,16600.711,16635.57,16587.43,16634.925
2024-01-03 13:30:00+00:00,16634.45,16636.495000000003,16590.489999999998,16594.989999999998
2024-01-03 14:00:00+00:00,16594.720999999998,16597.0,16535.510000000002,16549.515
2024-01-03 14:30:00+00:00,16550.504999999997,16566.504999999997,16506.989999999998,16516.05
2024-01-03 15:00:00+00:00,16515.211,16550.010000000002,16477.475,16501.989999999998
2024-01-03 15:30:00+00:00,16501.565,16514.510000000002,16481.004999999997,16514.075
2024-01-03 16:00:00+00:00,16514.565,16529.484999999997,16501.48,16522.57
2024-01-03 16:30:00+00:00,16523.440000000002,16533.510000000002,16512.43,16528.52
2024-01-03 17:00:00+00:00,16529.5,16540.504999999997,16525.475,16539.495000000003
2024-01-03 17:30:00+00:00,16540.5,16562.004999999997,16536.004999999997,16560.5
2024-01-03 18:00:00+00:00,16559.43,16570.504999999997,16559.43,16562.52
2024-01-03 18:30:00+00:00,16562.995000000003,16564.99,16549.49,16551.504999999997
2024-01-03 19:00:00+00:00,16549.98,16567.004999999997,16532.485,16562.515
2024-01-03 19:30:00+00:00,16562.995000000003,16566.984999999997,16549.43,16550.015000000003
2024-01-03 20:00:00+00:00,16549.515000000003,16550.510000000002,16521.495000000003,16526.495000000003
2024-01-03 20:30:00+00:00,16526.925,16541.07,16517.055,16521.504999999997
2024-01-03 21:00:00+00:00,16521.99,16526.4,16514.05,16523.035
2024-01-03 23:00:00+00:00,16542.715000000004,16551.295000000002,16533.18,16535.815
2024-01-03 23:30:00+00:00,16536.695,16536.695,16530.445,16534.895
2024-01-04 00:00:00+00:00,16534.0,16534.0,16496.935,16526.525
2024-01-04 00:30:00+00:00,16525.935,16534.57,16525.935,16531.5
2024-01-04 01:00:00+00:00,16532.489999999998,16538.52,16527.425,16532.984999999997
2024-01-04 01:30:00+00:00,16534.525,16538.495000000003,16525.504999999997,16533.995000000003
2024-01-04 02:00:00+00:00,16533.5,16538.0,16519.495000000003,16527.52
2024-01-04 02:30:00+00:00,16526.995000000003,16530.575,16524.004999999997,16529.495000000003
2024-01-04 03:00:00+00:00,16529.004999999997,16540.05,16525.925,16526.489999999998
2024-01-04 03:30:00+00:00,16526.004999999997,16526.995000000003,16516.98,16519.484999999997
2024-01-04 04:00:00+00:00,16520.435,16526.510000000002,16519.935,16522.510000000002
2024-01-04 04:30:00+00:00,16521.98,16522.57,16516.43,16517.004999999997
2024-01-04 05:00:00+00:00,16517.57,16520.52,16509.995000000003,16514.984999999997
2024-01-04 05:30:00+00:00,16515.445,16516.475,16508.425,16509.984999999997
2024-01-04 06:00:00+00:00,16510.565,16527.52,16510.01,16526.504999999997
2024-01-04 06:30:00+00:00,16527.510000000002,16546.995000000003,16526.52,16545.559999999998
2024-01-04 07:00:00+00:00,16545.504999999997,16572.075,16545.504999999997,16567.010000000002
2024-01-04 07:30:00+00:00,16566.5,16567.02,16536.010000000002,16537.504999999997
2024-01-04 08:00:00+00:00,16539.004999999997,16597.95,16539.004999999997,16586.510000000002
2024-01-04 08:30:00+00:00,16586.0,16618.52,16573.984999999997,16577.48
2024-01-04 09:00:00+00:00,16579.010000000002,16601.995000000003,16564.510000000002,16601.01
2024-01-04 09:30:00+00:00,16600.101000000002,16602.989999999998,16571.484999999997,16596.0
2024-01-04 10:00:00+00:00,16596.525,16600.0,16565.984999999997,16588.99
2024-01-04 10:30:00+00:00,16589.43,16596.05,16569.07,16593.995000000003
2024-01-04 11:00:00+00:00,16592.984999999997,16597.435,16573.98,16587.0
2024-01-04 11:30:00+00:00,16585.99,16588.004999999997,16531.99,16533.985
2024-01-04 12:00:00+00:00,16533.711,16555.985,16503.059999999998,16555.495000000003
2024-01-04 12:30:00+00:00,16554.989999999998,16567.065,16547.02,16557.984999999997
2024-01-04 13:00:00+00:00,16557.489999999998,16563.575,16543.49,16559.004999999997
2024-01-04 13:30:00+00:00,16561.0,16561.440000000002,16517.984999999997,16538.98
2024-01-04 14:00:00+00:00,16538.211,16564.015000000003,16532.975,16542.985
2024-01-04 14:30:00+00:00,16542.701,16581.935,16542.515000000003,16554.0
2024-01-04 15:00:00+00:00,16553.741,16594.07,16551.52,16593.940000000002
2024-01-04 15:30:00+00:00,16594.504999999997,16610.52,16586.945,16603.010000000002
2024-01-04 16:00:00+00:00,16603.495000000003,16630.025,16601.98,16629.004999999997
2024-01-04 16:30:00+00:00,16629.004999999997,16630.015,16590.010000000002,16596.989999999998
2024-01-04 17:00:00+00:00,16596.734,16611.995000000003,16588.55,16607.004999999997
2024-01-04 17:30:00+00:00,16607.989999999998,16607.989999999998,16583.945,16596.995000000003
2024-01-04 18:00:00+00:00,16596.434,16605.015000000003,16592.440000000002,16602.0
2024-01-04 18:30:00+00:00,16602.504999999997,16605.055,16592.02,16593.485
2024-01-04 19:00:00+00:00,16593.989999999998,16598.004999999997,16585.995000000003,16587.004999999997
2024-01-04 19:30:00+00:00,16586.52,16594.57,16578.07,16586.0
2024-01-04 20:00:00+00:00,16585.45,16598.015000000003,16575.510000000002,16585.0
2024-01-04 20:30:00+00:00,16584.510000000002,16593.05,16567.935,16568.45
2024-01-04 21:00:00+00:00,16567.989,16580.075,16559.675,16563.204999999998
2024-01-04 23:00:00+00:00,16580.805,16597.004999999997,16580.805,16590.784999999996
2024-01-04 23:30:00+00:00,16591.684999999998,16594.25,16586.21,16586.704999999998
2024-01-05 00:00:00+00:00,16587.120000000003,16590.0,16575.98,16576.52
2024-01-05 00:30:00+00:00,16577.0,16581.504999999997,16565.984999999997,16566.004999999997
2024-01-05 01:00:00+00:00,16566.525,16577.065,16563.010000000002,16566.0
2024-01-05 01:30:00+00:00,16567.059999999998,16575.989999999998,16563.495000000003,16572.02
2024-01-05 02:00:00+00:00,16571.484999999997,16571.555,16565.025,16567.52
2024-01-05 02:30:00+00:00,16568.0,16572.075,16561.984999999997,16562.989999999998
2024-01-05 03:00:00+00:00,16563.985,16568.495000000003,16562.935,16567.995000000003
